City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Sao Paulo De Olivenca,BR,-3.3783,-68.8725,83.73,81,39,1.68,light rain
347,Kavaratti,IN,10.5669,72.642,83.05,72,48,7.16,scattered clouds
348,Kudahuvadhoo,MV,2.6708,72.8944,83.25,76,21,15.88,few clouds
349,Norman Wells,CA,65.282,-126.8329,57.24,51,90,4.61,light rain
350,Akyab,MM,20.15,92.9,83.71,77,100,3.09,overcast clouds
351,Plettenberg Bay,ZA,-34.0527,23.3716,54.55,69,15,4.63,few clouds
352,Banyo,CM,6.75,11.8167,67.48,94,89,4.16,light rain
353,Sabha,LY,27.0377,14.4283,93.65,9,0,10.11,clear sky
354,Davila,PH,18.4726,120.5763,78.78,77,100,3.04,overcast clouds
355,Sao Joao Da Barra,BR,-21.6403,-41.0511,86.09,71,100,7.49,overcast clouds
356,San Carlos De Bariloche,AR,-41.1456,-71.3082,49.75,63,20,8.01,few clouds
357,Necochea,AR,-38.5473,-58.7368,57.04,85,100,20.18,light rain
358,Namtsy,RU,62.7161,129.6658,35.71,64,0,8.95,clear sky
359,Havoysund,NO,70.9963,24.6622,34.68,56,100,17.72,light rain
360,Atbasar,KZ,51.8,68.3333,68.83,35,4,6.49,clear sky
361,Flinders,AU,-34.5833,150.8552,54.21,88,0,1.01,clear sky
362,Yangambi,CD,0.8102,24.4336,71.74,90,91,1.1,light rain
363,Olafsvik,IS,64.8945,-23.7142,42.8,62,26,10.71,scattered clouds
364,Tiznit,MA,29.5833,-9.5,81.59,35,35,6.4,scattered clouds
365,Panguna,PG,-6.3164,155.4848,68.31,96,100,2.1,overcast clouds
366,Ankpa,NG,7.3706,7.6253,76.12,84,100,9.4,overcast clouds
367,Werda,BW,-25.2667,23.2833,58.14,21,0,5.75,clear sky
368,Sept-Iles,CA,50.2001,-66.3821,68.52,88,75,9.22,broken clouds
369,Garchitorena,PH,13.8804,123.6946,79.21,84,1,1.5,clear sky
370,Brooks,CA,50.5834,-111.8851,47.98,61,93,6.91,overcast clouds
371,Nueve De Julio,AR,-35.4444,-60.8831,54.01,97,100,8.99,moderate rain
372,Souillac,MU,-20.5167,57.5167,71.98,69,75,15.57,broken clouds
373,Tual,ID,-5.6667,132.75,81.27,79,100,13.11,overcast clouds
374,Benguela,AO,-12.5763,13.4055,77.36,81,90,4.68,overcast clouds
375,Khani,GE,41.9563,42.9566,51.37,99,100,3.85,light rain
376,Kotma,IN,23.2,81.9667,85.08,31,10,3.89,clear sky
377,Sioux Lookout,CA,50.1001,-91.917,59.38,100,90,9.22,overcast clouds
378,Wasilla,US,61.5814,-149.4394,51.01,70,90,3.44,overcast clouds
379,Avera,US,33.194,-82.5271,85.95,35,85,4.41,overcast clouds
380,Yanam,IN,16.7333,82.2167,79.25,80,100,3.29,overcast clouds
381,Isla Vista,US,34.4133,-119.861,70.68,53,1,6.91,clear sky
382,Beyneu,KZ,45.3167,55.2,81.93,11,0,23.94,clear sky
383,Isangel,VU,-19.55,169.2667,71.13,80,12,9.46,few clouds
384,Nguru,NG,12.8791,10.4526,98.15,16,56,8.48,broken clouds
385,Kapit,MY,2.0167,112.9333,73.96,100,100,0.67,light rain
386,Ulaangom,MN,49.9811,92.0667,47.41,38,97,1.23,overcast clouds
387,Dibulla,CO,11.2725,-73.3091,87.1,68,99,6.64,overcast clouds
388,Marica,BR,-22.9194,-42.8186,84.25,65,30,4.47,scattered clouds
389,Colesberg,ZA,-30.72,25.0972,46.69,40,69,3.09,broken clouds
390,Hobyo,SO,5.3505,48.5268,79.3,82,83,24.05,broken clouds
391,Bambanglipuro,ID,-7.95,110.2833,76.21,90,100,3.09,overcast clouds
392,Masallatah,LY,32.6167,14.0,69.04,62,0,21.21,clear sky
393,Japura,ID,-0.3167,102.35,72.81,93,98,1.32,overcast clouds
394,Ngunguru,NZ,-35.6167,174.5,57.16,86,100,28.5,light rain
395,Estevan,CA,49.1334,-102.9842,43.0,81,90,4.61,overcast clouds
396,Arzgir,RU,45.3728,44.2206,67.55,87,100,33.24,light rain
397,Guozhen,CN,34.3659,107.359,52.84,89,100,2.95,overcast clouds
398,Pingliang,CN,35.5392,106.6861,43.79,69,59,4.29,broken clouds
399,Coihaique,CL,-45.5752,-72.0662,53.55,58,75,4.61,broken clouds
400,Fairbanks,US,64.8378,-147.7164,48.22,89,90,14.97,light rain
401,Kosa,RU,59.9445,54.9977,52.79,93,0,7.83,clear sky
402,Tura,IN,25.5198,90.2201,76.82,83,37,3.58,scattered clouds
403,Beian,NO,63.6559,9.5683,59.67,67,75,6.91,broken clouds
404,Srednekolymsk,RU,67.45,153.6833,34.97,73,81,10.27,broken clouds
405,Kushima,JP,31.4583,131.2333,60.12,89,0,4.92,clear sky
406,Lebu,CL,-37.6167,-73.65,55.22,76,12,9.66,few clouds
407,Ballina,AU,-28.8667,153.5667,55.36,94,73,6.91,broken clouds
408,Muskegon,US,43.3,-86.1334,84.63,67,20,9.78,few clouds
409,Kumeny,RU,58.1089,49.9161,51.66,84,6,7.83,clear sky
410,Korla,CN,41.7597,86.1469,65.26,26,0,2.95,clear sky
411,Namatanai,PG,-3.6667,152.4333,79.29,85,100,4.61,moderate rain
412,Tateyama,JP,34.9833,139.8667,61.99,84,47,7.61,scattered clouds
413,Saint-Hubert,BE,50.05,5.3833,49.12,94,75,11.1,broken clouds
414,Manzanillo,CU,20.3433,-77.1167,83.39,60,95,17.07,overcast clouds
415,Ilulissat,GL,69.2167,-51.1,28.42,86,75,6.91,broken clouds
416,North Versailles,US,40.3798,-79.8095,84.11,37,1,1.99,clear sky
417,Lisakovsk,KZ,52.5369,62.4936,72.82,34,100,9.24,overcast clouds
418,Nioro,GM,13.35,-15.75,89.87,21,51,15.17,broken clouds
419,Ust-Nera,RU,64.5667,143.2,38.14,91,100,1.77,light rain
420,Nizhniy Chir,RU,48.3597,43.0865,72.5,77,100,16.67,overcast clouds
421,Iqaluit,CA,63.7506,-68.5145,22.73,62,75,24.0,broken clouds
422,Lavassaare,EE,58.5114,24.3889,51.82,91,11,3.04,few clouds
423,Tokmak,UA,47.2514,35.7058,61.05,77,55,8.75,broken clouds
424,Tacarigua,VE,10.0862,-67.9198,89.73,40,52,7.0,broken clouds
425,Odienne,CI,9.51,-7.5692,84.78,44,14,1.72,few clouds
426,Hay River,CA,60.8156,-115.7999,64.38,25,75,17.27,broken clouds
427,Bahia Blanca,AR,-38.7196,-62.2724,54.66,81,100,12.28,heavy intensity rain
428,Komsomolskiy,UZ,40.4272,71.7189,77.72,27,100,13.8,overcast clouds
429,Haileybury,CA,47.449,-79.6373,79.38,62,100,6.8,overcast clouds
430,Hovd,MN,48.0056,91.6419,44.98,24,21,2.98,few clouds
431,Sorland,NO,67.667,12.6934,44.22,76,100,20.13,overcast clouds
432,Chitral,PK,35.8462,71.7858,62.2,54,100,1.23,overcast clouds
433,Le Port,RE,-20.9373,55.2919,73.4,67,65,3.71,broken clouds
434,Tuy Hoa,VN,13.0833,109.3,79.66,81,100,8.63,light rain
435,Taoudenni,ML,22.6783,-3.9836,95.41,22,100,18.3,overcast clouds
436,Yarada,IN,17.65,83.2667,77.32,69,75,6.73,broken clouds
437,Baljevac,BA,44.8206,15.7799,54.81,65,100,6.62,overcast clouds
438,Natchez,US,31.5604,-91.4032,84.25,58,75,8.05,broken clouds
439,Umm Kaddadah,SD,13.6017,26.6876,89.49,9,5,15.55,clear sky
440,Gotsu,JP,35.0,132.2167,60.35,72,0,8.55,clear sky
441,Katsuura,JP,35.1333,140.3,61.11,87,96,5.08,overcast clouds
442,Lannion,FR,48.75,-3.4167,53.85,71,75,16.11,broken clouds
443,Bandarbeyla,SO,9.4942,50.8122,80.19,82,55,26.15,broken clouds
444,Balikpapan,ID,-1.2675,116.8289,78.96,83,98,5.75,overcast clouds
445,Marsh Harbour,BS,26.5412,-77.0636,75.94,60,0,18.52,clear sky
446,Pevek,RU,69.7008,170.3133,30.4,90,100,6.69,overcast clouds
447,Vikulovo,RU,56.8167,70.6107,65.17,58,79,5.91,broken clouds
448,Muravlenko,RU,63.7898,74.523,66.38,54,100,12.46,overcast clouds
449,Kiunga,PG,-6.1219,141.2906,73.94,100,99,1.12,light rain
450,Lima,PE,-12.0432,-77.0282,66.13,77,90,9.22,overcast clouds
451,Praia Da Vitoria,PT,38.7333,-27.0667,62.85,67,40,11.56,scattered clouds
452,Port Augusta,AU,-32.5,137.7667,51.71,46,98,5.12,overcast clouds
453,West Monroe,US,32.5185,-92.1476,84.49,58,75,10.51,broken clouds
454,Nchelenge,ZM,-9.3451,28.734,68.09,60,1,6.89,clear sky
455,Tutoia,BR,-2.7619,-42.2744,89.58,67,85,8.95,overcast clouds
456,Sinjar,IQ,36.3209,41.8754,80.58,23,0,15.86,clear sky
457,Aklavik,CA,68.2191,-135.0107,58.03,50,40,6.91,scattered clouds
458,Bubaque,GW,11.2833,-15.8333,78.31,79,19,17.13,few clouds
459,Miraflores,MX,19.2167,-98.8083,74.16,19,2,6.22,clear sky
460,Mackay,AU,-21.15,149.2,69.67,94,75,9.22,broken clouds
461,La Montanita,CO,1.4766,-75.4398,81.9,85,74,1.5,broken clouds
462,Goundam,ML,16.4145,-3.6708,99.99,15,19,5.88,few clouds
463,Yumbel,CL,-37.0833,-72.5667,57.43,53,13,6.42,few clouds
464,San Andres,CO,12.5847,-81.7006,87.82,70,40,17.27,scattered clouds
465,Kenai,US,60.5544,-151.2583,50.02,76,90,18.41,overcast clouds
466,Kuryk,KZ,43.2,51.65,87.1,17,0,16.33,clear sky
467,Bonfim,BR,3.0833,-59.95,86.88,62,93,6.08,overcast clouds
468,Cockburn Town,TC,21.4612,-71.1419,78.76,73,75,11.5,broken clouds
469,Thasra,IN,22.8,73.2167,84.65,66,4,16.02,clear sky
470,Whitianga,NZ,-36.8333,175.7,56.01,89,100,23.44,overcast clouds
471,Longhua,CN,23.6137,114.1919,78.22,89,100,0.58,overcast clouds
472,Zhigansk,RU,66.7697,123.3711,32.92,64,10,3.74,clear sky
473,Ambunti,PG,-4.2365,142.8448,73.54,100,100,0.96,overcast clouds
474,Monrovia,LR,6.3005,-10.7969,85.77,78,99,9.33,overcast clouds
475,Cayenne,GF,4.9333,-52.3333,84.24,83,75,4.0,broken clouds
476,Chipinge,ZW,-20.1883,32.6236,56.16,93,48,5.73,light rain
477,Port-Gentil,GA,-0.7193,8.7815,78.76,100,40,2.3,light rain
478,Poum,NC,-20.2333,164.0167,72.82,73,21,16.04,few clouds
479,Minggang,CN,32.4586,114.0486,70.77,84,100,6.35,light rain
480,Sijunjung,ID,-0.6876,100.9537,73.22,95,93,1.81,overcast clouds
481,Timmins,CA,48.4669,-81.3331,76.82,65,75,5.97,broken clouds
482,Verkhnyaya Inta,RU,65.9811,60.3094,61.41,59,100,16.4,overcast clouds
483,Lorengau,PG,-2.0226,147.2712,81.03,80,95,6.02,overcast clouds
484,Lisala,CD,2.15,21.5167,72.66,95,100,1.57,moderate rain
485,Muta,SI,46.6114,15.1661,61.75,91,100,1.68,overcast clouds
486,Gat,IL,31.61,34.7642,70.81,74,19,6.15,few clouds
487,Khonsa,IN,27.0167,95.5667,66.72,96,22,3.67,few clouds
488,Tucuma,BR,-0.1833,-50.05,85.57,64,52,8.05,broken clouds
489,The Pas,CA,53.8251,-101.2541,46.42,92,20,3.83,few clouds
490,Te Anau,NZ,-45.4167,167.7167,38.93,92,29,0.72,scattered clouds
491,Pacific Grove,US,36.6177,-121.9166,67.57,76,40,5.99,scattered clouds
492,Lalsk,RU,60.7415,47.5862,50.13,65,0,5.99,clear sky
493,Fethiye,TR,36.6217,29.1164,76.87,43,0,8.99,clear sky
494,Oranjestad,AW,12.524,-70.027,87.75,66,20,24.16,few clouds
495,Ziro,IN,27.6333,93.8333,57.38,96,57,1.54,broken clouds
496,Sao Lourenco Do Sul,BR,-31.3653,-51.9783,69.85,66,1,17.27,clear sky
497,Cap Malheureux,MU,-19.9842,57.6142,72.09,76,36,3.0,scattered clouds
498,Srandakan,ID,-7.9386,110.2506,76.44,90,100,3.13,overcast clouds
499,Wanning,CN,18.8003,110.3967,81.0,92,65,7.54,broken clouds
500,Denpasar,ID,-8.65,115.2167,80.26,82,20,4.54,few clouds
501,Umm Lajj,SA,25.0213,37.2685,82.92,50,0,7.27,clear sky
502,Chkalovsk,RU,56.7647,43.2433,53.19,68,0,7.31,clear sky
503,Cap-Aux-Meules,CA,47.3821,-61.8597,53.65,87,90,23.02,overcast clouds
504,Opuwo,NA,-18.0607,13.84,68.09,28,0,8.34,clear sky
505,Grenfell,AU,-33.9,148.1667,44.96,87,0,3.85,clear sky
506,Gilgit,PK,35.9221,74.3087,62.89,59,100,3.49,overcast clouds
507,Wladyslawowo,PL,54.7909,18.4009,52.93,90,67,6.38,broken clouds
508,Autazes,BR,-3.5797,-59.1306,83.84,77,94,4.32,overcast clouds
509,Nishihara,JP,26.1842,127.7558,79.88,93,75,5.97,broken clouds
510,Bluefield,US,37.2698,-81.2223,82.06,49,40,5.75,scattered clouds
511,Wewak,PG,-3.5534,143.6268,79.34,85,100,4.09,overcast clouds
512,Chapais,CA,49.7834,-74.8492,58.78,80,100,9.91,overcast clouds
513,Marawi,PH,7.9986,124.2928,68.65,92,40,1.97,scattered clouds
514,Bakong,CM,5.0935,10.4852,64.53,98,93,3.67,light rain
515,Asau,RO,46.4333,26.4,61.72,57,100,5.32,overcast clouds
516,North Bend,US,43.4065,-124.2243,55.85,72,90,10.36,overcast clouds
517,Bam,IR,29.106,58.357,83.8,10,29,8.79,scattered clouds
518,Iracoubo,GF,5.4802,-53.2011,80.02,86,98,12.03,moderate rain
519,Kalmunai,LK,7.4167,81.8167,81.75,72,100,9.13,overcast clouds
520,Constantine,DZ,36.365,6.6147,85.41,32,0,5.75,clear sky
521,Synya,RU,65.3718,58.0387,60.21,56,100,8.25,overcast clouds
522,Miri,MY,4.4148,114.0089,78.94,90,20,3.36,few clouds
523,Zhezkazgan,KZ,47.8043,67.7144,67.42,39,0,10.58,clear sky
524,Jesup,US,31.6074,-81.8854,86.11,37,40,3.44,scattered clouds
525,Nosivka,UA,50.9315,31.5828,55.87,73,100,8.81,overcast clouds
526,Kamaishi,JP,39.2667,141.8833,55.33,97,100,4.83,overcast clouds
527,Wakkanai,JP,45.4094,141.6739,46.94,97,100,19.04,light rain
528,Aswan,EG,24.0934,32.907,87.28,17,0,17.92,clear sky
529,Vangaindrano,MG,-23.35,47.6,66.43,85,23,1.34,few clouds
530,Broken Hill,AU,-31.95,141.4333,46.11,57,0,4.61,clear sky
531,Qeshm,IR,26.9581,56.2719,87.69,76,63,4.36,broken clouds
532,Tazovskiy,RU,67.4667,78.7,39.31,90,61,14.05,broken clouds
533,Kununurra,AU,-15.7667,128.7333,64.38,100,2,1.14,clear sky
534,Sosnovo-Ozerskoye,RU,52.5249,111.5418,37.42,63,100,10.89,overcast clouds
535,Karasjok,NO,69.4719,25.5112,32.11,73,90,13.71,overcast clouds
536,Bardsir,IR,29.9227,56.5743,73.45,16,86,3.6,overcast clouds
537,Vila Velha,BR,-20.3297,-40.2925,85.95,61,0,7.0,clear sky
538,Tomatlan,MX,19.9333,-105.25,92.52,33,0,9.98,clear sky
539,Los Llanos De Aridane,ES,28.6585,-17.9182,65.95,77,20,21.77,few clouds
540,Birmitrapur,IN,22.4,84.7667,86.18,37,9,3.13,clear sky
541,Yei,SS,4.095,30.6779,69.33,90,89,3.51,light rain
542,Katobu,ID,-4.9408,122.5276,73.96,95,75,2.28,broken clouds
543,Cordoba,AR,-31.4135,-64.1811,67.75,21,20,5.99,few clouds
544,Haines Junction,CA,60.7522,-137.5108,49.95,37,100,6.91,overcast clouds
545,Carmelo,UY,-33.9892,-58.2856,57.09,95,100,16.24,light rain
546,Vestmanna,FO,62.1564,-7.1664,43.72,73,75,5.03,broken clouds
547,Presidente Dutra,BR,-5.29,-44.49,86.79,64,83,6.08,broken clouds
548,Boo,SE,59.3333,18.2833,54.18,87,20,6.82,few clouds
549,Berlevag,NO,70.8578,29.0864,34.03,60,100,22.77,light snow
550,Sitka,US,57.0531,-135.33,46.29,87,90,11.5,moderate rain
551,Lambare,PY,-25.3468,-57.6065,67.59,43,20,8.39,few clouds
552,Anadyr,RU,64.75,177.4833,34.3,86,0,4.0,clear sky
553,Pipar,IN,26.3856,73.5378,88.95,38,0,8.63,clear sky
554,Vestmannaeyjar,IS,63.4427,-20.2734,42.33,71,100,19.15,overcast clouds
555,Ordynskoye,RU,54.3656,81.8994,56.7,91,91,6.08,light rain
556,Flin Flon,CA,54.7682,-101.865,48.04,50,1,4.81,clear sky
557,Bairiki,KI,1.3292,172.9752,80.6,78,75,18.25,light rain
558,Rabo De Peixe,PT,37.8,-25.5833,62.11,56,20,11.56,few clouds
559,Tucuman,AR,-26.8241,-65.2226,65.3,26,4,6.62,clear sky
560,Elk Plain,US,47.0532,-122.3976,52.16,46,90,3.56,overcast clouds
561,Along,IN,28.1667,94.7667,71.1,96,95,1.57,overcast clouds
562,Sibot,RO,45.95,23.3333,63.46,71,100,2.62,overcast clouds
563,Buckeye,US,33.3703,-112.5838,83.14,8,0,14.9,clear sky
564,Ostrovnoy,RU,68.0531,39.5131,34.66,98,100,16.42,light rain
565,Beringovskiy,RU,63.05,179.3167,32.4,86,100,1.14,overcast clouds
566,Nome,US,64.5011,-165.4064,32.16,100,90,12.66,overcast clouds
567,Hobe Sound,US,27.0595,-80.1364,84.18,60,40,17.74,scattered clouds
568,Olga,RU,43.7444,135.2892,49.33,95,6,5.23,clear sky
569,Grootfontein,NA,-19.5667,18.1167,51.37,62,0,2.3,clear sky
570,Zmeinogorsk,RU,51.1567,82.195,47.23,86,45,5.79,scattered clouds
571,Kemijarvi,FI,66.7131,27.4306,32.09,87,100,12.88,overcast clouds
572,Maracena,ES,37.2076,-3.6349,75.85,32,90,3.0,overcast clouds
573,Sidi Ali,DZ,36.0998,0.4206,72.28,52,100,5.53,overcast clouds
574,Chifeng,CN,42.2683,118.9636,57.25,58,100,12.59,moderate rain
575,Unguia,CO,8.0434,-77.0945,91.49,59,100,1.77,overcast clouds
576,Evanston,US,42.0411,-87.6901,88.39,48,75,1.01,broken clouds
577,Pinheiro Machado,BR,-31.5783,-53.3811,52.77,77,87,15.7,overcast clouds
578,Alenquer,BR,-1.9417,-54.7383,84.54,63,96,5.55,overcast clouds
579,Saint Anthony,US,45.0205,-93.218,84.34,64,75,1.99,broken clouds
580,Lavrentiya,RU,65.5833,-171.0,29.52,84,13,3.51,few clouds
581,Constitucion,CL,-35.3333,-72.4167,58.82,59,0,13.91,clear sky
582,Porto Murtinho,BR,-21.6989,-57.8825,73.4,52,100,5.91,overcast clouds
583,Evensk,RU,61.95,159.2333,35.56,75,14,5.08,few clouds
584,Mwanza,TZ,-2.5167,32.9,73.45,68,20,8.05,few clouds
585,Cabedelo,BR,-6.9811,-34.8339,84.87,73,0,13.27,clear sky
586,Dosso,NE,13.049,3.1937,99.41,21,31,2.82,scattered clouds
587,Kijang,KR,35.2442,129.2139,62.33,76,0,5.06,clear sky
588,Gujranwala,PK,32.1617,74.1883,82.45,39,100,4.23,overcast clouds
589,Lukino,RU,56.4418,43.6293,53.58,63,19,3.13,few clouds
590,Victoria Point,AU,-27.5833,153.3,62.1,88,42,1.01,scattered clouds
591,Russell,US,32.3502,-85.1999,85.71,35,40,8.66,scattered clouds
592,Rio Grande,BR,-32.035,-52.0986,69.91,65,38,17.83,scattered clouds
593,Youkounkoun,GN,12.5333,-13.1333,97.86,28,49,1.81,scattered clouds
594,Kavieng,PG,-2.5744,150.7967,81.45,78,100,1.07,moderate rain
595,Teknaf,BD,20.8624,92.3058,81.59,85,100,5.14,light rain
596,Mindelo,CV,16.8901,-24.9804,76.55,81,20,13.73,few clouds
597,Shekhupura,PK,31.7131,73.9783,80.65,43,100,4.21,overcast clouds
598,Shelburne,CA,44.0787,-80.2041,71.67,93,98,11.88,overcast clouds
599,Taunggyi,MM,20.7833,97.0333,69.78,69,83,3.0,broken clouds
600,Fort Walton Beach,US,30.4058,-86.6188,87.69,57,1,5.01,clear sky
601,Luanda,AO,-8.8368,13.2343,78.8,89,40,6.91,scattered clouds
602,La Joya,MX,18.6667,-99.4667,91.38,24,4,6.22,clear sky
603,Elk River,US,45.3038,-93.5672,84.52,64,72,1.01,broken clouds
604,Bayir,TR,37.2687,28.2167,64.92,52,4,5.66,clear sky
605,Havre-Saint-Pierre,CA,50.2334,-63.5986,59.36,100,90,6.91,overcast clouds
606,Nguruka,TZ,-5.1092,31.0419,67.68,73,100,2.3,overcast clouds
607,Khailar,IN,25.35,78.5333,90.41,28,8,8.43,clear sky
608,Nhulunbuy,AU,-12.2333,136.7667,75.81,83,100,5.75,overcast clouds
609,Makakilo City,US,21.3469,-158.0858,77.32,61,1,8.05,clear sky
610,Koygorodok,RU,60.445,50.9968,53.76,59,6,6.85,clear sky
611,Meulaboh,ID,4.1363,96.1285,77.59,88,100,4.0,overcast clouds
612,Itoman,JP,26.1247,127.6694,80.62,94,75,10.36,broken clouds
613,Marfino,RU,55.7028,37.3822,62.74,73,0,8.16,clear sky
614,Murray Bridge,AU,-35.1167,139.2667,63.57,50,83,9.86,broken clouds
615,Mildura,AU,-34.2,142.15,46.36,61,24,4.61,few clouds
616,Harduaganj,IN,27.95,78.1667,87.44,37,0,2.73,clear sky
617,Banff,CA,51.1762,-115.5698,50.38,29,10,5.75,clear sky
618,Saint-Francois,FR,46.4154,3.9054,55.18,76,97,4.61,light rain
619,Baykit,RU,61.67,96.37,41.99,76,100,2.68,overcast clouds
620,Cravo Norte,CO,6.3017,-70.2041,90.21,53,73,10.4,broken clouds
621,Tara,RU,56.8944,74.371,64.27,63,100,6.46,overcast clouds
622,Barnstaple,GB,51.0802,-4.0581,52.99,71,71,12.03,broken clouds
623,Gimli,CA,50.6336,-96.9907,46.44,81,100,14.97,overcast clouds
624,Husavik,IS,66.0449,-17.3389,42.71,91,100,3.51,overcast clouds
625,Cabinda,AO,-5.55,12.2,82.54,78,20,5.75,few clouds
626,Tadine,NC,-21.55,167.8833,69.71,66,43,9.51,scattered clouds
627,Namibe,AO,-15.1961,12.1522,73.02,78,0,1.66,clear sky
628,Pontianak,ID,-0.0333,109.3333,76.98,97,90,3.51,moderate rain
629,Imeni Poliny Osipenko,RU,52.4201,136.4853,41.76,93,100,8.08,light rain
630,Khrebtovaya,RU,56.7032,104.2494,30.11,79,13,1.95,few clouds
631,Douentza,ML,14.9951,-2.9517,94.77,25,22,8.34,few clouds
632,Abha,SA,18.2164,42.5053,69.62,56,0,4.7,clear sky
633,Porto De Moz,BR,-1.7483,-52.2383,83.75,74,71,3.94,broken clouds
634,Dongsheng,CN,39.8161,109.9776,49.23,16,99,17.81,overcast clouds
635,Zhanakorgan,KZ,43.9098,67.2495,76.5,25,0,16.96,clear sky
636,Talaya,RU,61.3833,152.75,33.3,76,100,4.81,overcast clouds
637,Klyuchevskiy,RU,53.5317,119.4519,34.74,78,100,11.9,overcast clouds
638,Thio,NC,-21.6167,166.2167,60.76,80,35,4.03,scattered clouds
639,Halifax,CA,44.6453,-63.5724,55.53,85,100,4.0,overcast clouds
640,Kathu,TH,7.9178,98.3332,82.69,75,100,11.59,overcast clouds
641,Port Lavaca,US,28.615,-96.6261,83.3,78,75,12.66,broken clouds
642,Ballarat,AU,-37.5662,143.8496,42.96,60,97,3.71,overcast clouds
643,Port Lincoln,AU,-34.7333,135.8667,61.66,39,100,10.09,overcast clouds
644,Armidale,AU,-30.5167,151.65,44.82,95,0,2.64,clear sky
645,Pringsewu,ID,-5.3582,104.9744,74.03,97,86,2.66,overcast clouds
646,Poso,ID,-1.3959,120.7524,78.35,88,99,3.49,light rain
647,Teluk Nibung,ID,3.001,99.8164,77.61,88,25,1.45,scattered clouds
648,Tres Lagoas,BR,-20.7511,-51.6783,78.55,57,100,16.89,overcast clouds
649,Nkowakowa,ZA,-23.8878,30.2871,57.25,76,78,3.53,broken clouds
650,Brewster,US,41.3973,-73.6171,90.27,48,1,1.01,clear sky
651,Awbari,LY,26.5921,12.7805,94.01,8,0,10.8,clear sky
652,Buncrana,IE,55.1333,-7.45,48.02,73,100,3.22,overcast clouds
653,Alofi,NU,-19.0595,-169.9187,76.89,94,74,6.91,light rain
654,Jibuti,DJ,11.5,42.5,81.82,54,9,10.56,clear sky
655,Nehe,CN,48.4833,124.8333,57.76,78,100,13.02,overcast clouds
656,Boguchany,RU,58.3814,97.4531,40.77,62,99,2.93,overcast clouds
657,Salisbury,GB,51.0693,-1.7957,55.69,54,20,14.97,few clouds
658,Umba,RU,66.6871,34.3429,34.99,96,100,15.37,light rain
659,Mareeba,AU,-17.0,145.4333,65.12,98,55,2.37,broken clouds
660,Puri,IN,19.8,85.85,85.37,80,100,6.69,overcast clouds
661,Karasburg,NA,-28.0167,18.75,57.69,25,9,12.37,clear sky
662,Saraland,US,30.8207,-88.0706,85.62,36,100,10.0,overcast clouds
663,Touros,BR,-5.1989,-35.4608,85.1,67,7,15.52,clear sky
664,San Jeronimo,PE,-11.9472,-75.2829,61.65,50,60,4.88,broken clouds
665,Ewa Beach,US,21.3156,-158.0072,78.75,59,1,8.05,clear sky
666,Vanavara,RU,60.34,102.2797,38.62,58,100,2.68,overcast clouds
667,Roma,US,43.2128,-75.4557,82.26,56,1,11.5,clear sky
668,Manggar,ID,-2.8833,108.2667,79.86,79,100,1.5,moderate rain
669,Kushiro,JP,42.975,144.3747,46.08,95,100,10.85,overcast clouds
670,Rovaniemi,FI,66.5,25.7167,36.81,75,40,16.11,scattered clouds
671,Luderitz,NA,-26.6481,15.1594,68.59,38,6,4.36,clear sky
672,Burnie,AU,-41.0667,145.9167,48.94,87,100,4.34,overcast clouds
673,Rupert,US,42.6191,-113.6772,60.75,22,1,15.03,clear sky
674,Lewiston,US,44.1003,-70.2148,86.05,57,1,3.44,clear sky
675,Araouane,ML,18.9048,-3.5265,101.43,11,5,9.73,clear sky
676,Prince Rupert,CA,54.3161,-130.3201,50.09,93,90,4.61,overcast clouds
677,Boende,CD,-0.2167,20.8667,73.15,94,100,1.7,light rain
678,Zhanaozen,KZ,43.3,52.8,87.75,13,0,24.47,clear sky
679,Sola,VU,-13.8833,167.55,75.87,100,20,0.0,few clouds
680,Agadez,NE,19.75,10.25,92.52,8,0,7.14,clear sky
681,Hirara,JP,24.8,125.2833,81.25,88,100,13.15,overcast clouds
682,Mirabad,AF,30.4362,61.8383,85.32,12,0,15.93,clear sky
683,Wattegama,LK,6.7989,81.4808,77.92,75,100,9.62,overcast clouds
684,Jumla,NP,29.2747,82.1838,53.47,82,0,3.8,clear sky
685,Orange,US,33.7,-117.7675,72.05,54,75,1.99,broken clouds
686,Mayo,US,38.8876,-76.5119,92.08,40,1,8.99,clear sky
687,Pemangkat,ID,1.1667,108.9667,80.69,81,100,7.31,moderate rain
688,Ikornnes,NO,62.3873,6.557,62.65,52,92,3.0,overcast clouds
689,Kichera,RU,55.9375,110.0997,36.43,72,92,5.79,overcast clouds
690,Boralday,KZ,43.3578,76.8594,57.06,52,20,3.29,few clouds
691,Hailin,CN,44.5833,129.4167,56.23,86,0,3.78,clear sky
692,Mastic Beach,US,40.7668,-72.8521,90.21,59,1,1.01,clear sky
693,Richards Bay,ZA,-28.783,32.0377,61.5,84,37,1.92,scattered clouds
694,Shihezi,CN,44.3,86.0333,62.73,36,2,5.46,clear sky
695,Fort Nelson,CA,58.8053,-122.7002,63.99,32,75,3.44,broken clouds
696,Kouango,CF,4.9934,19.9619,73.92,94,100,2.39,moderate rain
697,Briancon,FR,44.9,6.65,49.62,85,90,5.28,overcast clouds
698,Kachiry,KZ,53.0675,76.1036,67.53,50,40,9.28,scattered clouds
