City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
228,Matara,LK,2021-05-21 14:23:04,5.9485,80.5353,78.84,89,100,9.1
229,The Valley,AI,2021-05-21 14:23:04,18.217,-63.0578,85.86,74,20,14.97
230,Rancho Veloz,CU,2021-05-21 14:23:05,22.8806,-80.3917,79.29,69,79,23.53
231,Pingzhuang,CN,2021-05-21 14:23:05,42.0372,119.2889,71.33,28,9,6.6
232,Ternate,ID,2021-05-21 14:23:06,0.8,127.4,78.98,87,100,9.13
233,Hosur,IN,2021-05-21 14:20:09,12.7167,77.8167,73.51,82,83,13.73
234,Richards Bay,ZA,2021-05-21 14:23:06,-28.783,32.0377,71.69,47,100,13.6
235,Muisne,EC,2021-05-21 14:23:07,0.6,-80.0333,80.71,89,99,11.72
236,Martapura,ID,2021-05-21 14:23:07,-3.4167,114.85,80.69,93,40,2.95
237,Barrow,US,2021-05-21 14:23:07,71.2906,-156.7887,28.42,86,90,16.11
238,Healdsburg,US,2021-05-21 14:23:08,38.6105,-122.8692,53.26,67,1,1.01
239,Calvinia,ZA,2021-05-21 14:23:08,-31.4707,19.776,50.74,71,100,13.22
240,San Patricio,US,2021-05-21 14:23:09,28.017,-97.5169,80.46,84,100,7.27
241,Mancio Lima,BR,2021-05-21 14:23:09,-7.6142,-72.8958,84.27,75,75,2.89
242,Spittal,GB,2021-05-21 14:23:09,51.8689,-4.9425,51.49,92,100,19.55
243,Kamaishi,JP,2021-05-21 14:21:03,39.2667,141.8833,59.58,98,100,5.3
244,Suhbaatar,MN,2021-05-21 14:23:10,50.2314,106.2078,41.68,55,100,16.26
245,Komsomolskiy,UZ,2021-05-21 14:18:16,40.4272,71.7189,80.02,27,100,4.61
246,Zhigansk,RU,2021-05-21 14:23:10,66.7697,123.3711,34.61,67,55,8.43
247,Xinzhou,CN,2021-05-21 14:23:11,38.4092,112.7333,70.21,42,92,3.83
248,San Cristobal,VE,2021-05-21 14:23:11,7.7669,-72.225,80.78,62,98,8.55
249,Itarema,BR,2021-05-21 14:23:11,-2.9248,-39.9167,84.61,66,31,14.94
250,Galesong,ID,2021-05-21 14:20:14,-5.3166,119.3661,77.02,81,100,4.03
251,Tilichiki,RU,2021-05-21 14:23:12,60.4667,166.1,25.63,92,100,6.11
252,Tomter,NO,2021-05-21 14:23:12,59.65,11.0,60.3,60,18,8.32
253,Pangody,RU,2021-05-21 14:23:13,65.85,74.4859,67.53,67,48,6.58
254,Gogrial,SS,2021-05-21 14:23:13,8.5332,28.1004,101.5,21,79,8.01
255,Cherskiy,RU,2021-05-21 14:23:13,68.75,161.3,31.37,91,100,10.0
256,Shimoda,JP,2021-05-21 14:23:14,34.6667,138.95,69.17,94,100,17.0
257,Anloga,GH,2021-05-21 14:21:19,5.7947,0.8973,84.52,74,78,16.42
258,Coahuayana,MX,2021-05-21 14:23:14,18.7333,-103.6833,80.08,45,3,1.79
259,Togur,RU,2021-05-21 14:21:15,58.3631,82.8265,44.04,89,100,7.09
260,Qui Nhon,VN,2021-05-21 14:23:15,13.7667,109.2333,81.28,88,100,7.85
261,Bijar,IR,2021-05-21 14:23:15,35.8668,47.6051,82.94,9,97,8.75
262,Bonavista,CA,2021-05-21 14:23:16,48.6499,-53.1147,69.8,68,98,14.56
263,Najran,SA,2021-05-21 14:23:16,17.4924,44.1277,97.45,10,0,13.8
264,Chotepe,HN,2021-05-21 14:23:17,15.4167,-87.9833,80.78,88,75,6.91
265,Comodoro Rivadavia,AR,2021-05-21 14:23:17,-45.8667,-67.5,49.86,93,75,0.0
266,Fowa,NG,2021-05-21 14:23:18,8.9167,6.4,98.44,39,99,1.9
267,Gazojak,TM,2021-05-21 14:23:18,41.1875,61.4036,80.98,30,72,16.96
268,Ajdabiya,LY,2021-05-21 14:23:19,30.7554,20.2263,80.89,35,0,20.85
269,Kontagora,NG,2021-05-21 14:23:19,10.3999,5.4695,100.06,29,100,3.13
270,Roma,US,2021-05-21 14:19:38,43.2128,-75.4557,82.26,50,40,3.44
